Scheme Name, Net Asset Value
JM Equity Hybrid Fund (Direct) - Annual IDCW, 27.4113
JM Equity Hybrid Fund (Direct) - Bonus Option - Principal Units, 83.1579
JM Equity Hybrid Fund (Direct) - Growth Option, 81.2342
JM Equity Hybrid Fund (Direct) - Half Yearly Bonus Option - Principal Units, 83.1579
JM Equity Hybrid Fund (Direct) - Half Yearly IDCW, 58.4526
JM Equity Hybrid Fund (Direct) - IDCW, 44.7854
JM Equity Hybrid Fund (Direct) - Monthly IDCW, 58.4358
JM Equity Hybrid Fund (Direct) - Quarterly Bonus Option - Principal Units, 83.1579
JM Equity Hybrid Fund (Direct) - Quarterly IDCW, 20.5557
JM Equity Hybrid Fund (Regular) - Annual Bonus Option - Principal Units, 76.0357
JM Equity Hybrid Fund (Regular) - Annual IDCW, 20.5471
JM Equity Hybrid Fund (Regular) - Bonus Option - Principal Units, 76.0357
JM Equity Hybrid Fund (Regular) - Half Yearly Bonus Option - Principal Units, 76.0357
JM Equity Hybrid Fund (Regular) - Half Yearly IDCW , 54.0023
JM Equity Hybrid Fund (Regular) - IDCW , 20.6940
JM Equity Hybrid Fund (Regular) - Monthly IDCW, 53.5731
JM Equity Hybrid Fund (Regular) - Quarterly Bonus Option - Principal Units, 76.0357
JM Equity Hybrid Fund (Regular) - Quarterly IDCW, 19.1216
JM Equity Hybrid Fund (Regular) -Growth Option, 73.9870
Kotak Equity Hybrid - Growth, 42.595
Kotak Equity Hybrid - Growth - Direct, 48.287
Kotak Equity Hybrid - Payout of Income Distribution cum  capital withdrawal option - Direct, 29.601
Kotak Equity Hybrid - Payout of Income Distribution cum capital withdrawal option, 25.033
LIC MF Equity Hybrid Fund-Direct Plan-Growth, 155.3966
LIC MF Equity Hybrid Fund-Direct Plan-IDCW, 16.3297
LIC MF Equity Hybrid Fund-Regular Plan-Growth, 140.7797
LIC MF Equity Hybrid Fund-Regular Plan-IDCW, 14.2326
Mahindra Manulife Hybrid Equity Nivesh Yojana - Direct Plan - IDCW, 16.8362
Mahindra Manulife Hybrid Equity Nivesh Yojana - Direct Plan -Growth, 19.2124
Mahindra Manulife Hybrid Equity Nivesh Yojana - Regular Plan - Growth, 18.0157
Mahindra Manulife Hybrid Equity Nivesh Yojana - Regular Plan - IDCW, 15.6933
Mirae Asset Hybrid   Equity Fund Direct IDCW, 18.921
Mirae Asset Hybrid   Equity Fund Regular IDCW, 16.063
Mirae Asset Hybrid-Equity Fund -Direct Plan-Growth, 26.018
Mirae Asset Hybrid-Equity Fund -Regular Plan-Growth, 23.102
Motilal Oswal Equity Hybrid Fund (MOFEH) - Direct Plan Growth Option, 17.1752
Motilal Oswal Equity Hybrid Fund (MOFEH) - Regular Plan Growth Option, 16.0574
Navi Equity Hybrid Fund - Direct Plan - Growth, 16.2927
Navi Equity Hybrid Fund - Direct Plan Annual IDCW, 16.2374
Navi Equity Hybrid Fund - Direct Plan Half Yearly IDCW, 16.2352
Navi Equity Hybrid Fund - Direct Plan Monthly IDCW, 16.2343
Navi Equity Hybrid Fund - Direct Plan Normal IDCW, 16.2317
Navi Equity Hybrid Fund - Direct Plan Quarterly IDCW, 16.2347
Navi Equity Hybrid Fund - Regular Plan - Growth, 15.013
Navi Equity Hybrid Fund - Regular Plan Annual IDCW, 15.0101
Navi Equity Hybrid Fund - Regular Plan Half Yearly IDCW, 15.0131
Navi Equity Hybrid Fund - Regular Plan Monthly IDCW, 15.0123
Navi Equity Hybrid Fund - Regular Plan Normal IDCW, 15.0133
Navi Equity Hybrid Fund - Regular Plan Quarterly IDCW, 15.0128
Nippon India Equity Hybrid Fund  - Direct Plan Growth Plan, 79.7397
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option, 0.0206
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option, 0.0104
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option, 0.0142
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - IDCW Option, 0.0159
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option, 0.0099
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option, 0.0137
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option, 0.0000
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option, 0.0000
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option, 0.0000
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option, 0.0000
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option, 0.0000
NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option, 0.0000
NIPPON INDIA EQUITY HYBRID FUND - DIRECT Plan - IDCW Option, 29.4926
NIPPON INDIA EQUITY HYBRID FUND - DIRECT Plan - MONTHLY IDCW Option, 14.7242
NIPPON INDIA EQUITY HYBRID FUND - DIRECT Plan - QUARTERLY IDCW Option, 20.5606
Nippon India Equity Hybrid Fund - Growth Plan, 72.2613
NIPPON INDIA EQUITY HYBRID FUND - IDCW Option, 22.1707
NIPPON INDIA EQUITY HYBRID FUND - MONTHLY IDCW Option, 13.7340
NIPPON INDIA EQUITY HYBRID FUND - QUARTERLY IDCW Option, 19.0409
Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan, 0.0558
Nippon India Equity Hybrid Fund - Segregated Portfolio 1 - Growth Plan, 0.0518
Nippon India Equity Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan, 0.0000
Nippon India Equity Hybrid Fund - Segregated Portfolio 2 - Growth Plan, 0.0000
PGIM India Hybrid Equity Fund - BONUS OPTION, 16.60
PGIM India Hybrid Equity Fund - Direct Plan - Annual Dividend Option, 13.27
PGIM India Hybrid Equity Fund - Direct Plan - Dividend, 25.02
PGIM India Hybrid Equity Fund - Direct Plan - Growth, 109.91
PGIM India Hybrid Equity Fund - Dividend Option, 14.72
PGIM India Hybrid Equity Fund - Growth Option, 96.02
PGIM India Hybrid Equity Fund - Regular Plan - Annual Dividend Option, 12.98
PGIM India Hybrid Equity Fund Wealth Plan- Dividend Option, 16.48
PGIM India Hybrid Equity Fund Wealth Plan- Growth Option, 30.02
PGIM India Hybrid Equity Fund-Direct Plan-Monthly Dividend Option, 23.96
PGIM India Hybrid Equity Fund-Direct Plan-Quarterly Divdend Option, 21.55
PGIM India Hybrid Equity Fund-Monthly Dividend Option, 22.39
PGIM India Hybrid Equity Fund-Quarterly Dividend Option, 20.99
quant Absolute Fund - Growth Option - Regular Plan, 319.523
quant Absolute Fund-Growth Option-Direct Plan, 335.8047
quant Absolute Fund-IDCW Option - Regular Plan, 44.0735
quant Absolute Fund-IDCW Option-Direct Plan, 46.5049
SBI EQUITY HYBRID FUND - DIRECT PLAN - Growth, 230.4808
SBI Equity Hybrid Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW), 67.4435
SBI Equity Hybrid Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW), 45.0033
SBI EQUITY HYBRID FUND - REGULAR PLAN -Growth, 212.3761
Shriram Hybrid Equity Fund- Direct Growth, 26.3211
Shriram Hybrid Equity Fund- Direct- IDCW, 20.8695
Shriram Hybrid Equity Fund- Growth, 24.0058
Shriram Hybrid Equity Fund- Regular-IDCW, 19.1902
Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Direct Plan - Growth Option, 131.7030
Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Monthly Income Distribution CUM Capital Withdrawal, 27.4203
Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)-Growth, 118.4587
Sundaram Aggressive Hybrid Fund(Formerly Known as Principal Hybrid Equity Fund)-Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option, 40.1405
Tata Hybrid Equity Fund -Direct Plan- Growth Option, 363.3526
Tata Hybrid Equity Fund- Direct Plan - Monthly Payout of IDCW Option, 86.1701
Tata Hybrid Equity Fund- Direct Plan - Periodic Payout of IDCW Option, 96.6531
Tata Hybrid Equity Fund- Regular Plan - Growth Option, 331.8272
Tata Hybrid Equity Fund- Regular Plan - Monthly Payout of IDCW Option, 76.0695
Tata Hybrid Equity Fund- Regular Plan - Periodic Payout of IDCW Option, 84.8056
Union Hybrid Equity Fund - Direct Plan - Growth Option, 13.36
Union Hybrid Equity Fund - Direct Plan - IDCW Option, 13.36
Union Hybrid Equity Fund - Regular Plan - Growth Option, 13.07
Union Hybrid Equity Fund - Regular Plan - IDCW Option, 13.07
UTI - Hybrid Equity Fund - Regular Plan - Growth, 268.7672
UTI - Hybrid Equity Fund -Direct Plan - Growth, 284.2964
UTI Hybrid Equity Fund - Direct Plan - IDCW, 36.5551
UTI Hybrid Equity Fund - Regular Plan - IDCW, 33.7542
Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan, 23.4359
Aditya BIRLA SUN LIFE ARBITRAGE FUND - REGULAR PLAN - GROWTH, 22.1412
Aditya Birla Sun Life Arbitrage Fund-DIRECT - IDCW, 11.2654
Aditya Birla Sun Life Arbitrage Fund-Regular - IDCW, 11.0799
Axis Arbitrage Fund - Direct Plan - Growth, 16.6672
Axis Arbitrage Fund - Direct Plan - IDCW, 11.3880
Axis Arbitrage Fund - Regular Plan - Growth, 15.6170
Axis Arbitrage Fund - Regular Plan - IDCW, 10.5645
BANK OF INDIA Arbitrage Fund Direct Plan Annual IDCW, 10.8760
BANK OF INDIA Arbitrage Fund Direct Plan Growth, 12.0175
BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW, 10.8436
BANK OF INDIA Arbitrage Fund Direct Plan Quarterly IDCW, 11.4256
BANK OF INDIA Arbitrage Fund Regular Growth, 11.6953
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Annual IDCW, 10.8031
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Monthly IDCW, 10.5984
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Quarterly IDCW, 11.1874
BARODA BNP PARIBAS ARBITRAGE FUND -DIRECT PLAN - ADHOC IDCW OPTION, 10.8490
BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN MONTHLY IDCW Option, 10.4112
BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN QUARTERLY IDCW Option, 10.5094
BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN MONTHLY IDCW Option, 10.1434
BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN QUARTERLY IDCW Option, 10.2128
BARODA BNP PARIBAS ARBITRAGE FUND- REGULAR PLAN- GROWTH OPTION, 13.4166
BARODA BNP PARIBAS ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION, 13.9123
BARODA BNP PARIBAS ARBITRAGE FUND-REGULAR PLAN- ADHOC IDCW OPTION, 10.6731
DSP Arbitrage Fund - Direct - Growth, 12.844
DSP Arbitrage Fund - Direct - IDCW, 11.273
DSP Arbitrage Fund - Direct - IDCW - Monthly, 11.518
DSP Arbitrage Fund - Regular - Growth, 12.475
DSP Arbitrage Fund - Regular - IDCW, 11.016
DSP Arbitrage Fund - Regular - IDCW - Monthly, 10.712
Edelweiss Arbitrage Fund - Direct Plan - IDCW Option, 12.157
Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option, 13.9702
Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option, 13.1799
Edelweiss Arbitrage Fund - Regular Plan - IDCW Option, 11.8382
Edelweiss Arbitrage Fund- Direct Plan- Growth Option, 17.0057
Edelweiss Arbitrage Fund- Regular Plan -Bonus Option, 16.1361
Edelweiss Arbitrage Fund- Regular Plan- Growth Option, 16.1324
HDFC ARBITRAGE FUND - Growth Option - Direct Plan, 26.247
HDFC ARBITRAGE FUND - Quarterly IDCW Option - Direct Plan, 19.89
HDFC ARBITRAGE FUND - Retail Growth Option, 24.856
HDFC ARBITRAGE FUND - Retail IDCW Option, 18.461
HDFC ARBITRAGE FUND - Retail Quarterly IDCW Option, 17.659
HDFC ARBITRAGE FUND - Wholesale Growth Option, 25.495
HDFC ARBITRAGE FUND - Wholesale Growth Option - Direct Plan, 16.559
HDFC ARBITRAGE FUND - Wholesale IDCW Option, 10.394
HDFC ARBITRAGE FUND - Wholesale IDCW Option - Direct Plan, 10.809
HDFC ARBITRAGE FUND - Wholesale Monthly IDCW - Direct Plan, 10.499
HDFC ARBITRAGE FUND - Wholesale Monthly IDCW Option  , 10.765
HSBC Arbitrage Fund - Direct Growth, 16.714
HSBC Arbitrage Fund - Direct Monthly IDCW, 10.372
HSBC Arbitrage Fund - Direct Quarterly IDCW, 11.2408
HSBC Arbitrage Fund - Regular Growth, 15.884
HSBC Arbitrage Fund - Regular Monthly IDCW, 10.1813
HSBC Arbitrage Fund - Regular Quarterly IDCW, 11.0052
ICICI Prudential Equity - Arbitrage Fund-Institutional Growth Option, 26.3343
ICICI Prudential Equity Arbitrage Fund - Bonus, 11.8080
ICICI Prudential Equity Arbitrage Fund - Direct Plan - Growth, 30.1823
ICICI Prudential Equity Arbitrage Fund - Direct Plan - IDCW, 15.6033
ICICI Prudential Equity Arbitrage Fund - Direct Plan Bonus, 14.7363
ICICI Prudential Equity Arbitrage Fund - Growth, 28.5704
ICICI Prudential Equity Arbitrage Fund - IDCW, 14.0155
IDFC Arbitrage Fund - Plan B - Dividend, 14.86269632
IDFC Arbitrage Fund - Plan B - Growth, 21.25167644
IDFC Arbitrage Fund - Regular Plan - Annual IDCW, 10.8283
IDFC Arbitrage Fund - Regular Plan - Growth, 27.0581
IDFC Arbitrage Fund - Regular Plan - Monthly IDCW, 12.9453
IDFC Arbitrage Fund-Direct Plan- Growth, 28.7530
IDFC Arbitrage Fund-Direct Plan-Annual IDCW, 12.2353
IDFC Arbitrage Fund-Direct Plan-Monthly IDCW, 13.7157
Indiabulls Arbitrage Fund - Direct Plan - Growth Option, 15.5491
Indiabulls Arbitrage Fund - Regular Plan - Growth Option, 14.8044
Indiabulls Arbitrage Fund- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 12.2819
Indiabulls Arbitrage Fund- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 12.3886
Indiabulls Arbitrage Fund- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 11.418
Indiabulls Arbitrage Fund- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 12.3097
Indiabulls Arbitrage Fund- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 11.9208
Indiabulls Arbitrage Fund- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 11.0849
Indiabulls Arbitrage Fund- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 11.986
Indiabulls Arbitrage Fund- Regular Plan- Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment), 11.9778
Invesco India Arbitrage Fund - Direct Plan - Annual Bonus, 28.1738
Invesco India Arbitrage Fund - Direct Plan - Growth Option, 28.1788
Invesco India Arbitrage Fund - Direct Plan - IDCW (Payout / Reinvestment), 15.3015
Invesco India Arbitrage Fund - Growth Option, 26.5113
Invesco India Arbitrage Fund - IDCW (Payout / Reinvestment), 14.1487
ITI Arbitrage Fund - Direct Plan - Growth Option, 11.1916
ITI Arbitrage Fund - Direct Plan - IDCW Option, 11.1916
ITI Arbitrage Fund - Regular Plan - Growth Option, 10.9214
ITI Arbitrage Fund - Regular Plan - IDCW Option, 10.9214
JM Arbitrage Fund (Direct) - Annual Bonus Option - Principal Units, 14.7849
JM Arbitrage Fund (Direct) - Annual IDCW, 13.0988
JM Arbitrage Fund (Direct) - Bonus Option - Principal Units, 15.4051
JM Arbitrage Fund (Direct) - Growth Option, 28.7846
JM Arbitrage Fund (Direct) - Half Yearly Bonus Option - Principal Units, 28.8257
JM Arbitrage Fund (Direct) - Half Yearly IDCW, 13.3176
JM Arbitrage Fund (Direct) - Monthly IDCW, 11.6239
JM Arbitrage Fund (Direct) - Quarterly Bonus Option - Principal Units, 28.8341
JM Arbitrage Fund (Direct) - Quarterly IDCW, 13.6746
JM Arbitrage Fund (Direct)- IDCW, 13.5643
JM Arbitrage Fund (Regular) - Annual Bonus Option - Principal Units, 27.7405
JM Arbitrage Fund (Regular) - Annual IDCW, 12.1394
JM Arbitrage Fund (Regular) - Bonus Option - Principal Units, 14.9381
JM Arbitrage Fund (Regular) - Growth Option, 27.4775
JM Arbitrage Fund (Regular) - Half Yearly Bonus Option - Principal Units, 27.7877
JM Arbitrage Fund (Regular) - Half Yearly IDCW, 12.2280
JM Arbitrage Fund (Regular) - IDCW , 12.7533
JM Arbitrage Fund (Regular) - Monthly IDCW, 10.8032
JM Arbitrage Fund (Regular) - Quarterly Bonus Option - Principal Units, 27.7877
JM Arbitrage Fund (Regular) - Quarterly IDCW, 12.4089
Kotak Equity Arbitrage Fund - Growth, 31.0537
Kotak Equity Arbitrage Fund - Growth - Direct, 32.6825
Kotak Equity Arbitrage Fund - Payout of Income Distribution cum capital withdrawal option, 10.7336
Kotak Equity Arbitrage Fund - Payout of Income Distribution cum capital withdrawal option - Direct, 11.2176
LIC MF Arbitrage Fund-Direct Plan-Growth, 11.9467
LIC MF Arbitrage Fund-Direct Plan-Monthly IDCW, 10.8614
LIC MF Arbitrage Fund-Direct Plan-Weekly IDCW, 11.2259
LIC MF Arbitrage Fund-Regular Plan-Growth, 11.6265
LIC MF Arbitrage Fund-Regular Plan-Monthly IDCW, 11.3591
LIC MF Arbitrage Fund-Regular Plan-Weekly IDCW, 11.2866
Mahindra Manulife Arbitrage Yojana - Direct Plan - IDCW, 10.8490
Mahindra Manulife Arbitrage Yojana - Direct Plan -Growth, 10.8490
Mahindra Manulife Arbitrage Yojana - Regular Plan - Growth, 10.6422
Mahindra Manulife Arbitrage Yojana - Regular Plan - IDCW, 10.6422
Mirae Asset Arbitrage Fund Direct Growth, 11.076
Mirae Asset Arbitrage Fund Direct IDCW, 11.068
Mirae Asset Arbitrage Fund Regular Growth, 10.889
Mirae Asset Arbitrage Fund Regular IDCW, 10.888
NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - IDCW Option, 14.4942
NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - MONTHLY IDCW Option, 12.3212
Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option, 23.5411
Nippon India Arbitrage Fund - Growth Plan - Growth Option, 22.2003
NIPPON INDIA ARBITRAGE FUND - IDCW Option, 13.3045
NIPPON INDIA ARBITRAGE FUND - MONTHLY IDCW Option, 11.5716
NJ Arbitrage Fund - Direct Plan - Growth Option, 10.1584
NJ Arbitrage Fund - Regular Plan - Growth Option, 10.1337
PGIM India Arbitrage Fund - Direct Plan - Annual Dividend, 11.7225
PGIM India Arbitrage Fund - Direct Plan - Growth, 16.2336
PGIM India Arbitrage Fund - Direct Plan - Half yearly Dividend Option, 11.0011
PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend, 10.6052
PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend, 10.9435
PGIM India Arbitrage Fund - Direct Plan - Regular Dividend, 11.9996
PGIM India Arbitrage Fund - Regular Plan - Annual Dividend, 11.4278
PGIM India Arbitrage Fund - Regular Plan - Growth, 15.4703
PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend, 10.577
PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend, 10.7541
PGIM India Arbitrage Fund - Regular Plan - Regular Dividend, 11.3897
SBI Arbitrage Opportunities Fund - Direct Plan - Gr, 29.4411
SBI Arbitrage Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW), 15.9073
SBI Arbitrage Opportunities Fund - Regular Plan - Gr, 28.0632
SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW), 14.7580
Sundaram Arbitrage Fund (Formerly Know as Principal Arbitrage Fund) - Regular Plan - Growth, 12.1308
Sundaram Arbitrage Fund (Formerly Known as Principal Arbitrage Fund)- Regular Plan - Monthly Income Distribution CUM Capital Withdrawal, 10.6658
Sundaram Arbitrage Fund (Formerly Known as Prinicpal Arbitrage Fund) - Direct Plan - Growth, 12.5800
Sundaram Arbitrage Fund( Formerly Known as Principal Arbitrage Fund) - Direct Plan- Monthly Income Distribution CUM Capital Withdrawal, 10.8785
TATA Arbitrage Fund Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option , 11.8673
TATA Arbitrage Fund Direct Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option, 11.8673
TATA Arbitrage Fund Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option , 11.4546
TATA Arbitrage Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option , 11.4546
Tata Arbitrage Fund-Direct Plan-Growth, 12.3520
Tata Arbitrage Fund-Regular Plan-Growth, 11.9834
Union Arbitrage Fund - Direct Plan - Growth Option, 11.9621
Union Arbitrage Fund - Direct Plan - IDCW Option, 11.6781
Union Arbitrage Fund - Regular Plan - Growth Option, 11.7312
Union Arbitrage Fund - Regular Plan - IDCW Option, 11.4546
UTI Arbitrage Fund - Direct Plan - Growth Option, 30.578
UTI Arbitrage Fund - Direct Plan - IDCW, 17.8868
UTI Arbitrage Fund - Regular Plan - Growth Option, 29.1287
UTI Arbitrage Fund - Regular Plan - IDCW, 16.4555
NIPPON INDIA BALANCED ADVANTAGE FUND - DIRECT Plan - IDCW Option, 38.0741
Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Bonus Option, 9.6826
Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option, 142.5047
NIPPON INDIA BALANCED ADVANTAGE FUND - IDCW Option, 29.4616
Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option, 129.8529
Nippon India Balanced Advantage Fund-Growth Plan-Growth Option, 129.8529
Aditya Birla Sun Life Regular Savings Fund - DIRECT - MONTHLY IDCW, 24.9002
Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan, 57.9149
Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan, 53.0946
Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW, 15.624
Axis Regular Saver Fund - Direct Plan - Annual IDCW, 14.5711
Axis Regular Saver Fund - Direct Plan - Half Yearly, 12.7532
Axis Regular Saver Fund - Direct Plan - Quarterly, 13.5420
Axis Regular Saver Fund - Regular Plan - Annual IDCW, 12.9727
Axis Regular Saver Fund - Regular Plan - Growth Option, 24.8230
Axis Regular Saver Fund - Regular Plan - Half Yearly IDCW, 12.1993
Axis Regular Saver Fund - Regular Plan - Quarterly IDCW, 11.5615
Axis Regular Saver Fund- Direct Plan - Growth Option, 28.0559
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option, 42.0496
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Monthly IDCW Option, 12.4950
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Quarterly IDCW Option, 12.3052
BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option, 35.8983
BARODA BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly IDCW Option, 10.7210
BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly IDCW Option, 11.0480
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION, 86.7930
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment), 15.8021
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment), 15.7979
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION, 77.9958
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment), 13.4943
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment), 13.6931
DSP Regular Savings Fund - Direct Plan - Growth, 50.0766
DSP Regular Savings Fund - Direct Plan - IDCW - Monthly, 12.9858
DSP Regular Savings Fund - Direct Plan - IDCW - Quarterly , 13.0394
DSP Regular Savings Fund - Regular Plan - IDCW - Monthly, 10.9032
DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly , 11.3241
DSP Regular Savings Fund- Regular Plan - Growth, 45.2196
Franklin India Debt Hybrid Fund - Direct - GROWTH, 76.8630
Franklin India Debt Hybrid Fund - Growth, 71.2928
Franklin India Debt Hybrid Fund - Plan A - Direct - Monthly - IDCW, 14.2644
Franklin India Debt Hybrid Fund - Plan A - Direct - Quarterly - IDCW, 13.5697
Franklin India Debt Hybrid Fund - Plan A - Monthly - IDCW, 12.8337
Franklin India Debt Hybrid Fund - Plan A - Quarterly - IDCW, 12.1887
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan, 0.0000
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Direct Quarterly Dividend Plan, 0.0000
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes bank Ltd CO 05Mar20) - Growth Plan, 0.0000
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Monthly Dividend Plan, 0.0000
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Quarterly Dividend Plan, 0.0000
Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO05Mar20) - Direct Monthly Dividend Plan, 0.0000
HDFC Hybrid Debt Fund - Growth Option - Direct Plan, 66.3826
HDFC Hybrid Debt Fund - Growth Plan, 63.2669
HDFC Hybrid Debt Fund - IDCW Monthly, 13.4396
HDFC Hybrid Debt Fund - IDCW Monthly - Direct Plan, 14.4979
HDFC Hybrid Debt Fund - IDCW Quarterly, 14.446
HDFC Hybrid Debt Fund - IDCW Quarterly - Direct Plan, 15.5597
HSBC Conservative Hybrid Fund - Direct Growth, 51.4847
HSBC Conservative Hybrid Fund - Direct Monthly IDCW, 16.1911
HSBC Conservative Hybrid Fund - Direct Quarterly IDCW, 14.0962
HSBC Conservative Hybrid Fund - Regular Growth, 47.0453
HSBC Conservative Hybrid Fund - Regular Monthly IDCW, 12.4168
HSBC Conservative Hybrid Fund - Regular Quarterly IDCW, 16.5605
ICICI Prudential Regular Savings Fund - Direct Plan - Bonus, 46.3924
ICICI Prudential Regular Savings Fund - Direct Plan - Growth, 63.0648
ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly IDCW, 16.3871
ICICI Prudential Regular Savings Fund - Direct Plan - Monthly IDCW, 16.1527
ICICI Prudential Regular Savings Fund - Direct Plan - Quarterly IDCW, 14.3289
ICICI Prudential Regular Savings Fund - Plan - Bonus, 18.3554
ICICI Prudential Regular Savings Fund - Plan - Growth, 58.4675
